response_id,preferred_remote_time_after_covid,employer_encourage_remote_future,employer_support_remote_future,remote_work_choice_future,remote_productivity,commute_hours_office,work_hours_office,personal_family_hours_office,caring_hours_office,commute_hours_remote,work_hours_remote,personal_family_hours_remote,caring_hours_remote
815,100% - All of my time,Somewhat agree,Somewhat agree,Somewhat agree,I’m 40% more productive when working remotely,2,8,3,2,0.5,8,4,2
816,100% - All of my time,Somewhat agree,Somewhat agree,Somewhat agree,I’m 40% more productive when working remotely,2,8,3,2,0.5,8,4,2
817,100% - All of my time,Somewhat agree,Somewhat agree,Somewhat agree,I’m 40% more productive when working remotely,2,8,3,2,0.5,8,4,2
818,100% - All of my time,Somewhat agree,Somewhat agree,Somewhat agree,I’m 40% more productive when working remotely,2,8,3,2,0.5,8,4,2
819,100% - All of my time,Somewhat agree,Somewhat agree,Somewhat agree,I’m 40% more productive when working remotely,2,8,3,2,0.5,8,4,2
820,100% - All of my time,Somewhat agree,Somewhat agree,Somewhat agree,I’m 40% more productive when working remotely,2,8,3.5,2,0.5,8,4,2
821,100% - All of my time,Somewhat agree,Somewhat agree,Somewhat agree,I’m 40% more productive when working remotely,2,8,3.5,2,0.5,8,4,2
822,100% - All of my time,Somewhat agree,Somewhat agree,Somewhat agree,I’m 40% more productive when working remotely,2,8,3.5,2,0.5,8,4,2
823,100% - All of my time,Somewhat agree,Somewhat agree,Somewhat agree,I’m 40% more productive when working remotely,2,8,3.5,2,0.5,8,4,2
824,100% - All of my time,Somewhat agree,Somewhat agree,Somewhat agree,I’m 50% less productive when working remotely (or less),2,8,3.5,2,0.5,8,4,2
825,100% - All of my time,Somewhat agree,Somewhat agree,Somewhat agree,I’m 50% less productive when working remotely (or less),2,8,3.5,2,0.5,8,4,2
826,100% - All of my time,Somewhat agree,Somewhat agree,Somewhat agree,I’m 50% less productive when working remotely (or less),2,8,3.5,2,0.5,8,4,2
827,100% - All of my time,Somewhat agree,Somewhat agree,Somewhat agree,I’m 50% less productive when working remotely (or less),2,8,3.5,2,0.5,8,4,2
828,100% - All of my time,Somewhat agree,Somewhat agree,Somewhat agree,I’m 50% less productive when working remotely (or less),2,8,3.5,2,0.5,8,4,2
829,100% - All of my time,Somewhat agree,Somewhat agree,Somewhat agree,I’m 50% less productive when working remotely (or less),2,8,3.5,2,0.5,8,4,2
830,100% - All of my time,Somewhat agree,Somewhat agree,Somewhat agree,I’m 50% less productive when working remotely (or less),2,8,3.5,2,0.5,8,4,2
831,100% - All of my time,Somewhat agree,Somewhat agree,Somewhat agree,I’m 50% less productive when working remotely (or less),2,8,3.5,2,0.5,8,4,2
832,100% - All of my time,Somewhat agree,Somewhat agree,Somewhat agree,I’m 50% less productive when working remotely (or less),2,8,4,2,0.5,8,4,2
833,100% - All of my time,Somewhat agree,Somewhat agree,Somewhat agree,I’m 50% less productive when working remotely (or less),2,8,4,2,0.5,8,4,2
834,100% - All of my time,Somewhat agree,Somewhat agree,Somewhat agree,I’m 50% less productive when working remotely (or less),2,8,4,2,0.5,8,4,2
835,100% - All of my time,Somewhat disagree,Somewhat agree,Somewhat agree,I’m 50% less productive when working remotely (or less),2,8,4,2,0.5,8,4,2
836,100% - All of my time,Somewhat disagree,Somewhat agree,Somewhat agree,I’m 50% less productive when working remotely (or less),2,8,4,2,0.5,8,4,2
837,100% - All of my time,Somewhat disagree,Somewhat agree,Somewhat agree,I’m 50% less productive when working remotely (or less),2,8,4,2,0.5,8,4,2
838,100% - All of my time,Somewhat disagree,Somewhat agree,Somewhat agree,I’m 50% less productive when working remotely (or less),2,8,4,2,0.5,8,4,2
839,100% - All of my time,Somewhat disagree,Somewhat agree,Somewhat agree,I’m 50% less productive when working remotely (or less),2,8,4,2,0.5,8,4,2
840,100% - All of my time,Somewhat disagree,Somewhat agree,Somewhat agree,I’m 50% less productive when working remotely (or less),2,8,4,2,0.5,8,4,2
841,100% - All of my time,Somewhat disagree,Somewhat agree,Somewhat agree,I’m 50% less productive when working remotely (or less),2,8,4,2,0.5,8,4,2
842,100% - All of my time,Somewhat disagree,Somewhat agree,Somewhat agree,I’m 50% less productive when working remotely (or less),2,8,4,2,0.5,8,4,2
843,100% - All of my time,Somewhat disagree,Somewhat agree,Somewhat agree,I’m 50% less productive when working remotely (or less),2,8,4,2,0.5,8,4,2
844,100% - All of my time,Somewhat disagree,Somewhat agree,Somewhat agree,I’m 50% less productive when working remotely (or less),2,8,4,2,0.5,8,4,2
845,100% - All of my time,Somewhat disagree,Somewhat agree,Somewhat agree,I’m 50% less productive when working remotely (or less),2,8,4,2,0.5,8,4,2
846,100% - All of my time,Somewhat disagree,Somewhat agree,Somewhat agree,I’m 50% less productive when working remotely (or less),2,8,4,2,0.5,8,4,2
847,100% - All of my time,Somewhat disagree,Somewhat agree,Somewhat agree,I’m 50% less productive when working remotely (or less),2,8,4,2,0.5,8,4,2
848,100% - All of my time,Somewhat disagree,Somewhat agree,Somewhat agree,I’m 50% less productive when working remotely (or less),2,8,4,2,0.5,8,4,2
849,100% - All of my time,Somewhat disagree,Somewhat agree,Somewhat agree,I’m 50% less productive when working remotely (or less),2,8,4,2,0.5,8,4,2
850,100% - All of my time,Somewhat disagree,Somewhat agree,Somewhat agree,I’m 50% less productive when working remotely (or less),2,8,4,2,0.5,8,4,2
851,100% - All of my time,Somewhat disagree,Somewhat agree,Somewhat agree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,4,2
852,100% - All of my time,Somewhat disagree,Somewhat agree,Somewhat agree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,4,2
853,100% - All of my time,Somewhat disagree,Somewhat agree,Somewhat agree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,4,2
854,100% - All of my time,Somewhat disagree,Somewhat agree,Somewhat agree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,4,2
855,100% - All of my time,Somewhat disagree,Somewhat agree,Somewhat agree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,4,2
856,100% - All of my time,Somewhat disagree,Somewhat agree,Somewhat agree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,4,2
857,100% - All of my time,Somewhat disagree,Somewhat agree,Somewhat agree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,4,2
858,100% - All of my time,Somewhat disagree,Somewhat agree,Somewhat agree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,4,2
859,100% - All of my time,Somewhat disagree,Somewhat agree,Somewhat agree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,4,2
860,100% - All of my time,Somewhat disagree,Somewhat agree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,4,2
861,100% - All of my time,Somewhat disagree,Somewhat agree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,4,2
862,100% - All of my time,Somewhat disagree,Somewhat agree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,4,2
863,100% - All of my time,Somewhat disagree,Somewhat agree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,4,2
864,100% - All of my time,Somewhat disagree,Somewhat agree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,4,2
865,100% - All of my time,Somewhat disagree,Somewhat agree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,4,2
866,100% - All of my time,Somewhat disagree,Somewhat agree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,4,2
867,100% - All of my time,Somewhat disagree,Somewhat agree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,4,2
868,100% - All of my time,Somewhat disagree,Somewhat agree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,4,2
869,100% - All of my time,Somewhat disagree,Somewhat agree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,4,2
870,100% - All of my time,Somewhat disagree,Somewhat agree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,4,2
871,100% - All of my time,Somewhat disagree,Somewhat agree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,4,2
872,100% - All of my time,Somewhat disagree,Somewhat agree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,4.5,2
873,100% - All of my time,Somewhat disagree,Somewhat agree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,4.5,2
874,100% - All of my time,Somewhat disagree,Somewhat agree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,4.5,2
875,100% - All of my time,Somewhat disagree,Somewhat agree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,4.5,2
876,100% - All of my time,Somewhat disagree,Somewhat agree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,4.5,2
877,100% - All of my time,Somewhat disagree,Somewhat agree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,4.5,2
878,100% - All of my time,Somewhat disagree,Somewhat agree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,4.5,2
879,100% - All of my time,Somewhat disagree,Somewhat agree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,4.5,2
880,100% - All of my time,Somewhat disagree,Somewhat agree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,4.5,2
881,100% - All of my time,Somewhat disagree,Somewhat agree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,4.5,2
882,100% - All of my time,Somewhat disagree,Somewhat agree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,4.5,2
883,100% - All of my time,Somewhat disagree,Somewhat agree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,4.5,2
884,100% - All of my time,Somewhat disagree,Somewhat agree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,4.5,2
885,100% - All of my time,Somewhat disagree,Somewhat agree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,5,2
886,100% - All of my time,Somewhat disagree,Somewhat agree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,5,2
887,100% - All of my time,Somewhat disagree,Somewhat agree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,5,2
888,100% - All of my time,Somewhat disagree,Somewhat agree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,5,2
889,100% - All of my time,Somewhat disagree,Somewhat agree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,5,2
890,100% - All of my time,Somewhat disagree,Somewhat agree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,5,2
891,100% - All of my time,Somewhat disagree,Somewhat agree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,5,2
892,100% - All of my time,Somewhat disagree,Somewhat agree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,5,2
893,100% - All of my time,Somewhat disagree,Somewhat agree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,5,2
894,100% - All of my time,Somewhat disagree,Somewhat agree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,5,2
895,100% - All of my time,Somewhat disagree,Somewhat agree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,5,2
896,100% - All of my time,Somewhat disagree,Somewhat agree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,5,2
897,100% - All of my time,Somewhat disagree,Somewhat agree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,5,2
898,100% - All of my time,Somewhat disagree,Somewhat agree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,5,2
899,100% - All of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,5,2
900,100% - All of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,5,2
901,100% - All of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,5,2
902,100% - All of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,5,2
903,100% - All of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,5,2
904,100% - All of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,5,2
905,100% - All of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,5,2
906,100% - All of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,5,2
907,100% - All of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,5,2
908,100% - All of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,5,2
909,100% - All of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,5,2
910,100% - All of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,5,2
911,100% - All of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,5,2.2
912,100% - All of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,5,2.5
913,100% - All of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,5,2.5
914,100% - All of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,5,2.5
915,100% - All of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,5,2.5
916,100% - All of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,5,2.5
917,100% - All of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,5,2.5
918,100% - All of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,5,2.5
919,100% - All of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,5,2.5
920,100% - All of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,5,2.5
921,50% - About half of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,5,2.5
922,50% - About half of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,5,2.5
923,50% - About half of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,5,2.5
924,50% - About half of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,5,2.5
925,50% - About half of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,5,2.5
926,50% - About half of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,5,2.5
927,50% - About half of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,5,2.5
928,50% - About half of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,5,3
929,50% - About half of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,5,3
930,50% - About half of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,5,3
931,50% - About half of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,5,3
932,50% - About half of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,5,3
933,50% - About half of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,5,3
934,50% - About half of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,5,3
935,50% - About half of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,5,3
936,50% - About half of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,5,3
937,50% - About half of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,5,3
938,50% - About half of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,5,3
939,50% - About half of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,5,3
940,50% - About half of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,5,3
941,50% - About half of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,5,3
942,50% - About half of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,5,3
943,50% - About half of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,5,3
944,50% - About half of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,5,3
945,50% - About half of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,5,3
946,50% - About half of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,5,3
947,50% - About half of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,5,3
948,50% - About half of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,5,3
949,50% - About half of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,5,3
950,50% - About half of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,5,3
951,50% - About half of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,5,3
952,50% - About half of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,5,3
953,50% - About half of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,5,3
954,50% - About half of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,5,3
955,50% - About half of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,5,3
956,50% - About half of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,5,3
957,50% - About half of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,5,3
958,50% - About half of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,5,3
959,50% - About half of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,5,3
960,50% - About half of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,5,3
961,50% - About half of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,5,3
962,50% - About half of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,5,3
963,50% - About half of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,5,3
964,50% - About half of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,5,3
965,50% - About half of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,5,3
966,50% - About half of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,5,3
967,50% - About half of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,5,3
968,50% - About half of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,5,3
969,50% - About half of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,5,3
970,50% - About half of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,5,3
971,50% - About half of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,5,3
972,50% - About half of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,5,3
973,50% - About half of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,5,3
974,50% - About half of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,5,3
975,50% - About half of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,5,3
976,50% - About half of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,5,3
977,50% - About half of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,5,3
978,50% - About half of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,5,3
979,50% - About half of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,5,3
980,50% - About half of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,5,3
981,50% - About half of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,5,3
982,50% - About half of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,5,3
983,50% - About half of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,5,3
984,50% - About half of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,5,3
985,50% - About half of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,5,3
986,50% - About half of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,5,3
987,50% - About half of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,5,3
988,50% - About half of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,5,3
989,50% - About half of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,5,3
990,50% - About half of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,5,3
991,50% - About half of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,5,3
992,50% - About half of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,5,3
993,50% - About half of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,5,3
994,50% - About half of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,5,3
995,50% - About half of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,5,3
996,50% - About half of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8,5,3
997,50% - About half of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8.5,5,3
998,50% - About half of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8.5,5,3
999,50% - About half of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8.5,5,3
1000,50% - About half of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8.5,5,3
1001,50% - About half of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8.5,5,3
1002,50% - About half of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8.5,5,3
1003,50% - About half of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),2,8,4,2,0.5,8.5,5,3
