response_id,birth_year,gender,industry,industry_detail,occupation,occupation_detail,company_size,is_manager,household_type,job_tenure,region_type
1374,1959,Male,"Electricity, Gas, Water and Waste Services","Water Supply, Sewerage and Drainage Services",Professionals,"Design, Engineering, Science and Transport Professionals",More than 200,Yes,Couple with dependent children,More than 5 years,Metro
875,1971,Female,Education and Training,Preschool and School Education,Professionals,Education Professionals,More than 200,No,Couple with dependent children,More than 5 years,Metro
911,1970,Female,Education and Training,Preschool and School Education,Professionals,Education Professionals,More than 200,Yes,Couple with dependent children,More than 5 years,Metro
1020,1968,Female,Education and Training,Preschool and School Education,Professionals,Education Professionals,More than 200,No,Couple with dependent children,More than 5 years,Metro
1007,1968,Male,Education and Training,Preschool and School Education,Professionals,Education Professionals,More than 200,Yes,Couple with dependent children,More than 5 years,Metro
1341,1960,Male,Education and Training,Preschool and School Education,Professionals,Education Professionals,More than 200,Yes,Couple with dependent children,More than 5 years,Metro
1092,1966,Female,"Professional, Scientific and Technical Services","Professional, Scientific and Technical Services",Professionals,Education Professionals,More than 200,No,Couple with dependent children,More than 5 years,Metro
1254,1962,Male,Education and Training,Tertiary Education,Professionals,Education Professionals,More than 200,Yes,Couple with dependent children,More than 5 years,Metro
791,1973,Male,Financial and Insurance Services,Finance,Technicians and trades ,Electrotechnology and Telecommunications Trades ,More than 200,No,Couple with dependent children,More than 5 years,Metro
619,1978,Male,"Professional, Scientific and Technical Services",Computer System Design and Related Services,Technicians and trades ,"Engineering, ICT and Science Technicians",More than 200,No,Couple with dependent children,More than 5 years,Metro
1086,1966,Male,"Electricity, Gas, Water and Waste Services",Electricity Supply,Technicians and trades ,"Engineering, ICT and Science Technicians",More than 200,No,Couple with dependent children,More than 5 years,Metro
794,1973,Male,Information Media and Telecommunications,"Internet Service Providers, Web Search Portals and Data Processing Services",Technicians and trades ,"Engineering, ICT and Science Technicians",More than 200,No,Couple with dependent children,More than 5 years,Metro
789,1973,Male,Financial and Insurance Services,Finance,Clerical and administrative ,General Clerical ,More than 200,No,Couple with dependent children,More than 5 years,Metro
691,1976,Male,Manufacturing,Machinery and Equipment Manufacturing,Clerical and administrative ,General Clerical ,More than 200,No,Couple with dependent children,More than 5 years,Metro
524,1980,Female,Retail Trade,Motor Vehicle and Motor Vehicle Parts Retailing,Clerical and administrative ,General Clerical ,More than 200,No,Couple with dependent children,More than 5 years,Metro
535,1980,Female,Other Services,Personal and Other Services,Clerical and administrative ,General Clerical ,More than 200,No,Couple with dependent children,More than 5 years,Metro
646,1977,Female,Health Care and Social Assistance,Hospitals,Professionals,Health Professionals,More than 200,Yes,Couple with dependent children,More than 5 years,Metro
766,1974,Female,Health Care and Social Assistance,Hospitals,Professionals,Health Professionals,More than 200,No,Couple with dependent children,More than 5 years,Metro
687,1977,Female,Health Care and Social Assistance,Medical and Other Health Care Services,Professionals,Health Professionals,More than 200,NA,Couple with dependent children,More than 5 years,Metro
446,1983,Male,Other Services,Personal and Other Services,Professionals,Health Professionals,More than 200,Yes,Couple with dependent children,More than 5 years,Metro
1161,1964,Female,"Professional, Scientific and Technical Services","Professional, Scientific and Technical Services",Professionals,Health Professionals,More than 200,No,Couple with dependent children,More than 5 years,Metro
1024,1968,Male,Health Care and Social Assistance,Residential Care Services,Professionals,Health Professionals,More than 200,Yes,Couple with dependent children,More than 5 years,Metro
120,1991,Female,"Transport, Postal and Warehousing",Air and Space Transport,Managers,"Hospitality, Retail and Service Managers",More than 200,Yes,Couple with dependent children,More than 5 years,Metro
696,1976,Male,Retail Trade,Motor Vehicle and Motor Vehicle Parts Retailing,Managers,"Hospitality, Retail and Service Managers",More than 200,Yes,Couple with dependent children,More than 5 years,Metro
1354,1960,Female,"Professional, Scientific and Technical Services",Computer System Design and Related Services,Professionals,ICT Professionals,More than 200,No,Couple with dependent children,More than 5 years,Metro
571,1979,Male,"Professional, Scientific and Technical Services",Computer System Design and Related Services,Professionals,ICT Professionals,More than 200,No,Couple with dependent children,More than 5 years,Metro
909,1970,Male,"Professional, Scientific and Technical Services",Computer System Design and Related Services,Professionals,ICT Professionals,More than 200,Yes,Couple with dependent children,More than 5 years,Metro
915,1970,Male,"Professional, Scientific and Technical Services",Computer System Design and Related Services,Professionals,ICT Professionals,More than 200,No,Couple with dependent children,More than 5 years,Metro
958,1969,Male,"Professional, Scientific and Technical Services",Computer System Design and Related Services,Professionals,ICT Professionals,More than 200,No,Couple with dependent children,More than 5 years,Metro
1373,1959,Male,"Professional, Scientific and Technical Services",Computer System Design and Related Services,Professionals,ICT Professionals,More than 200,No,Couple with dependent children,More than 5 years,Metro
1498,1955,Male,"Professional, Scientific and Technical Services",Computer System Design and Related Services,Professionals,ICT Professionals,More than 200,No,Couple with dependent children,More than 5 years,Metro
693,1976,Male,Financial and Insurance Services,Finance,Professionals,ICT Professionals,More than 200,No,Couple with dependent children,More than 5 years,Metro
779,1974,Male,Financial and Insurance Services,Finance,Professionals,ICT Professionals,More than 200,No,Couple with dependent children,More than 5 years,Metro
1143,1964,Female,Retail Trade,Food Retailing,Professionals,ICT Professionals,More than 200,Yes,Couple with dependent children,More than 5 years,Metro
301,1987,Female,Financial and Insurance Services,Insurance and Superannuation Funds,Professionals,ICT Professionals,More than 200,NA,Couple with dependent children,More than 5 years,Metro
528,1980,Male,Information Media and Telecommunications,"Internet Service Providers, Web Search Portals and Data Processing Services",Professionals,ICT Professionals,More than 200,No,Couple with dependent children,More than 5 years,Metro
1431,1957,Male,Information Media and Telecommunications,"Internet Service Providers, Web Search Portals and Data Processing Services",Professionals,ICT Professionals,More than 200,Yes,Couple with dependent children,More than 5 years,Metro
675,1977,Female,Information Media and Telecommunications,Library and Other Information Services,Professionals,ICT Professionals,More than 200,No,Couple with dependent children,More than 5 years,Metro
423,1984,Male,Health Care and Social Assistance,Medical and Other Health Care Services,Professionals,ICT Professionals,More than 200,Yes,Couple with dependent children,More than 5 years,Metro
967,1969,Male,Manufacturing,Non-Metallic Mineral Product Manufacturing,Professionals,ICT Professionals,More than 200,No,Couple with dependent children,More than 5 years,Metro
980,1969,Male,Manufacturing,Non-Metallic Mineral Product Manufacturing,Professionals,ICT Professionals,More than 200,No,Couple with dependent children,More than 5 years,Metro
990,1969,Male,Manufacturing,Non-Metallic Mineral Product Manufacturing,Professionals,ICT Professionals,More than 200,NA,Couple with dependent children,More than 5 years,Metro
1322,1960,Male,Other Services,Personal and Other Services,Professionals,ICT Professionals,More than 200,No,Couple with dependent children,More than 5 years,Metro
238,1988,Male,"Professional, Scientific and Technical Services","Professional, Scientific and Technical Services",Professionals,ICT Professionals,More than 200,Yes,Couple with dependent children,More than 5 years,Metro
349,1985,Male,"Professional, Scientific and Technical Services","Professional, Scientific and Technical Services",Professionals,ICT Professionals,More than 200,No,Couple with dependent children,More than 5 years,Metro
408,1984,Male,"Professional, Scientific and Technical Services","Professional, Scientific and Technical Services",Professionals,ICT Professionals,More than 200,Yes,Couple with dependent children,More than 5 years,Metro
606,1978,Male,Information Media and Telecommunications,Telecommunications Services,Professionals,ICT Professionals,More than 200,No,Couple with dependent children,More than 5 years,Metro
1102,1965,Male,"Professional, Scientific and Technical Services","Professional, Scientific and Technical Services",Professionals,"Legal, Social and Welfare Professionals",More than 200,Yes,Couple with dependent children,More than 5 years,Metro
390,1985,Female,Health Care and Social Assistance,Social Assistance Services,Professionals,"Legal, Social and Welfare Professionals",More than 200,NA,Couple with dependent children,More than 5 years,Metro
1005,1968,Male,Public Administration and Safety,"Public Order, Safety and Regulatory Services",Machinery operators and drivers,Machine and Stationary Plant Operators,More than 200,Yes,Couple with dependent children,More than 5 years,Metro
413,1984,Male,Manufacturing,Beverage and Tobacco Product Manufacturing,Clerical and administrative ,Numerical Clerks,More than 200,No,Couple with dependent children,More than 5 years,Metro
488,1982,Male,Retail Trade,Motor Vehicle and Motor Vehicle Parts Retailing,Clerical and administrative ,Office Managers and Program Administrators,More than 200,NA,Couple with dependent children,More than 5 years,Metro
1074,1966,Female,"Professional, Scientific and Technical Services","Professional, Scientific and Technical Services",Clerical and administrative ,Office Managers and Program Administrators,More than 200,No,Couple with dependent children,More than 5 years,Metro
548,1980,Male,Public Administration and Safety,Public Administration,Clerical and administrative ,Office Managers and Program Administrators,More than 200,No,Couple with dependent children,More than 5 years,Metro
481,1982,Female,"Transport, Postal and Warehousing",Air and Space Transport,Clerical and administrative ,Other Clerical and Administrative ,More than 200,Yes,Couple with dependent children,More than 5 years,Metro
922,1970,Female,Other Services,Personal and Other Services,Clerical and administrative ,Other Clerical and Administrative ,More than 200,No,Couple with dependent children,More than 5 years,Metro
620,1978,Female,Public Administration and Safety,Public Administration,Clerical and administrative ,Other Clerical and Administrative ,More than 200,No,Couple with dependent children,More than 5 years,Metro
321,1986,Male,Other Services,Personal and Other Services,Technicians and trades ,Other Technicians and Trades ,More than 200,Yes,Couple with dependent children,More than 5 years,Metro
444,1983,Female,Administrative and Support Services,Administrative Services,Clerical and administrative ,Personal Assistants and Secretaries,More than 200,No,Couple with dependent children,More than 5 years,Metro
762,1974,Female,Administrative and Support Services,Administrative Services,Clerical and administrative ,Personal Assistants and Secretaries,More than 200,No,Couple with dependent children,More than 5 years,Metro
1203,1963,Female,"Professional, Scientific and Technical Services","Professional, Scientific and Technical Services",Clerical and administrative ,Personal Assistants and Secretaries,More than 200,No,Couple with dependent children,More than 5 years,Metro
954,1969,Male,Public Administration and Safety,Public Administration,Community and personal service ,Protective Service ,More than 200,No,Couple with dependent children,More than 5 years,Metro
1339,1960,Male,"Transport, Postal and Warehousing",Road Transport,Machinery operators and drivers,Road and Rail Drivers,More than 200,No,Couple with dependent children,More than 5 years,Metro
144,1990,Female,Information Media and Telecommunications,Telecommunications Services,Sales ,Sales Assistants and Salespersons,More than 200,No,Couple with dependent children,More than 5 years,Metro
525,1980,Male,Manufacturing,Food Product Manufacturing,Sales ,Sales Representatives and Agents,More than 200,No,Couple with dependent children,More than 5 years,Metro
921,1970,Female,Other Services,Personal and Other Services,Sales ,Sales Representatives and Agents,More than 200,Yes,Couple with dependent children,More than 5 years,Metro
541,1980,Male,"Transport, Postal and Warehousing",Air and Space Transport,Managers,Specialist Managers,More than 200,No,Couple with dependent children,More than 5 years,Metro
308,1986,Male,"Professional, Scientific and Technical Services",Computer System Design and Related Services,Managers,Specialist Managers,More than 200,Yes,Couple with dependent children,More than 5 years,Metro
1310,1961,Male,"Professional, Scientific and Technical Services",Computer System Design and Related Services,Managers,Specialist Managers,More than 200,Yes,Couple with dependent children,More than 5 years,Metro
1430,1957,Male,Public Administration and Safety,Defence,Managers,Specialist Managers,More than 200,Yes,Couple with dependent children,More than 5 years,Metro
200,1989,Male,Financial and Insurance Services,Finance,Managers,Specialist Managers,More than 200,No,Couple with dependent children,More than 5 years,Metro
361,1985,Male,Financial and Insurance Services,Finance,Managers,Specialist Managers,More than 200,Yes,Couple with dependent children,More than 5 years,Metro
493,1981,Male,Financial and Insurance Services,Finance,Managers,Specialist Managers,More than 200,Yes,Couple with dependent children,More than 5 years,Metro
518,1981,Male,Financial and Insurance Services,Finance,Managers,Specialist Managers,More than 200,NA,Couple with dependent children,More than 5 years,Metro
630,1978,Male,Financial and Insurance Services,Finance,Managers,Specialist Managers,More than 200,No,Couple with dependent children,More than 5 years,Metro
640,1978,Male,Financial and Insurance Services,Finance,Managers,Specialist Managers,More than 200,NA,Couple with dependent children,More than 5 years,Metro
961,1969,Male,Financial and Insurance Services,Finance,Managers,Specialist Managers,More than 200,Yes,Couple with dependent children,More than 5 years,Metro
975,1969,Male,Financial and Insurance Services,Finance,Managers,Specialist Managers,More than 200,Yes,Couple with dependent children,More than 5 years,Metro
1323,1960,Male,Financial and Insurance Services,Finance,Managers,Specialist Managers,More than 200,Yes,Couple with dependent children,More than 5 years,Metro
1400,1958,Male,Financial and Insurance Services,Finance,Managers,Specialist Managers,More than 200,No,Couple with dependent children,More than 5 years,Metro
743,1975,Male,Manufacturing,Furniture and Other Manufacturing,Managers,Specialist Managers,More than 200,No,Couple with dependent children,More than 5 years,Metro
512,1981,Male,Arts and Recreation Services,Gambling Activities,Managers,Specialist Managers,More than 200,Yes,Couple with dependent children,More than 5 years,Metro
210,1989,Female,Health Care and Social Assistance,Hospitals,Managers,Specialist Managers,More than 200,Yes,Couple with dependent children,More than 5 years,Metro
844,1972,Male,Health Care and Social Assistance,Hospitals,Managers,Specialist Managers,More than 200,Yes,Couple with dependent children,More than 5 years,Metro
879,1971,Male,Health Care and Social Assistance,Medical and Other Health Care Services,Managers,Specialist Managers,More than 200,Yes,Couple with dependent children,More than 5 years,Metro
913,1970,Male,Wholesale Trade,Other Goods Wholesaling,Managers,Specialist Managers,More than 200,Yes,Couple with dependent children,More than 5 years,Metro
224,1989,Male,Retail Trade,Other Store-Based Retailing,Managers,Specialist Managers,More than 200,NA,Couple with dependent children,More than 5 years,Metro
503,1981,Female,Public Administration and Safety,Public Administration,Managers,Specialist Managers,More than 200,Yes,Couple with dependent children,More than 5 years,Metro
448,1983,Male,"Transport, Postal and Warehousing",Rail Transport,Managers,Specialist Managers,More than 200,Yes,Couple with dependent children,More than 5 years,Metro
458,1983,Male,"Transport, Postal and Warehousing",Rail Transport,Managers,Specialist Managers,More than 200,NA,Couple with dependent children,More than 5 years,Metro
722,1975,Male,Information Media and Telecommunications,Telecommunications Services,Managers,Specialist Managers,More than 200,Yes,Couple with dependent children,More than 5 years,Metro
790,1973,Male,Information Media and Telecommunications,Telecommunications Services,Managers,Specialist Managers,More than 200,Yes,Couple with dependent children,More than 5 years,Metro
1368,1959,Male,Arts and Recreation Services,Creative and Performing Arts Activities,Professionals,Arts and Media Professionals,Between 1 and 4,Yes,Couple with no dependent children,More than 5 years,Metro
1401,1958,Male,Other Services,Personal and Other Services,Professionals,"Business, Human Resource and Marketing Professionals",Between 1 and 4,Yes,Couple with no dependent children,More than 5 years,Metro
1121,1965,Female,Education and Training,"Adult, Community and Other Education",Managers,"Chief Executives, General Managers and Legislators",Between 1 and 4,Yes,Couple with no dependent children,More than 5 years,Metro
1133,1965,Female,Education and Training,"Adult, Community and Other Education",Managers,"Chief Executives, General Managers and Legislators",Between 1 and 4,Yes,Couple with no dependent children,More than 5 years,Metro
1436,1957,Male,Arts and Recreation Services,Creative and Performing Arts Activities,Managers,"Chief Executives, General Managers and Legislators",Between 1 and 4,Yes,Couple with no dependent children,More than 5 years,Metro
999,1968,Male,Wholesale Trade,Other Goods Wholesaling,Managers,"Chief Executives, General Managers and Legislators",Between 1 and 4,Yes,Couple with no dependent children,More than 5 years,Metro
1147,1964,Male,Retail Trade,Other Store-Based Retailing,Managers,"Chief Executives, General Managers and Legislators",Between 1 and 4,Yes,Couple with no dependent children,More than 5 years,Metro
1407,1958,Male,"Professional, Scientific and Technical Services","Professional, Scientific and Technical Services",Managers,"Chief Executives, General Managers and Legislators",Between 1 and 4,Yes,Couple with no dependent children,More than 5 years,Metro
864,1971,Female,"Transport, Postal and Warehousing",Road Transport,Clerical and administrative ,Clerical and Office Support ,Between 1 and 4,No,Couple with no dependent children,More than 5 years,Metro
1480,1956,Male,Construction,Construction Services,Professionals,"Design, Engineering, Science and Transport Professionals",Between 1 and 4,No,Couple with no dependent children,More than 5 years,Metro
1272,1961,Male,"Professional, Scientific and Technical Services",Computer System Design and Related Services,Professionals,ICT Professionals,Between 1 and 4,Yes,Couple with no dependent children,More than 5 years,Metro
1464,1957,Male,"Agriculture, Forestry and Fishing",Forestry and Logging,Machinery operators and drivers,Mobile Plant Operators,Between 1 and 4,NA,Couple with no dependent children,More than 5 years,Metro
1106,1965,Female,Administrative and Support Services,Administrative Services,Clerical and administrative ,Office Managers and Program Administrators,Between 1 and 4,No,Couple with no dependent children,More than 5 years,Metro
874,1971,Female,Administrative and Support Services,Administrative Services,Clerical and administrative ,Personal Assistants and Secretaries,Between 1 and 4,No,Couple with no dependent children,More than 5 years,Metro
901,1971,Female,Administrative and Support Services,Administrative Services,Clerical and administrative ,Personal Assistants and Secretaries,Between 1 and 4,No,Couple with no dependent children,More than 5 years,Metro
1283,1961,Female,Other Services,Personal and Other Services,Clerical and administrative ,Personal Assistants and Secretaries,Between 1 and 4,No,Couple with no dependent children,More than 5 years,Metro
1111,1965,Male,"Rental, Hiring and Real Estate Services",Rental and Hiring Services (except Real Estate),Managers,Specialist Managers,Between 1 and 4,No,Couple with no dependent children,More than 5 years,Metro
198,1989,Male,Education and Training,Preschool and School Education,Community and personal service ,Sports and Personal Service ,Between 1 and 4,Yes,Couple with no dependent children,More than 5 years,Metro
96,1992,Female,"Professional, Scientific and Technical Services","Professional, Scientific and Technical Services",Professionals,Arts and Media Professionals,Between 20 and 199,Yes,Couple with no dependent children,More than 5 years,Metro
1239,1962,Male,"Professional, Scientific and Technical Services","Professional, Scientific and Technical Services",Professionals,Arts and Media Professionals,Between 20 and 199,No,Couple with no dependent children,More than 5 years,Metro
239,1988,Female,Information Media and Telecommunications,Publishing (except Internet and Music Publishing),Professionals,Arts and Media Professionals,Between 20 and 199,Yes,Couple with no dependent children,More than 5 years,Metro
285,1987,Male,"Professional, Scientific and Technical Services","Professional, Scientific and Technical Services",Professionals,"Business, Human Resource and Marketing Professionals",Between 20 and 199,No,Couple with no dependent children,More than 5 years,Metro
527,1980,Male,"Professional, Scientific and Technical Services","Professional, Scientific and Technical Services",Professionals,"Business, Human Resource and Marketing Professionals",Between 20 and 199,Yes,Couple with no dependent children,More than 5 years,Metro
1235,1962,Female,Health Care and Social Assistance,Social Assistance Services,Professionals,"Business, Human Resource and Marketing Professionals",Between 20 and 199,No,Couple with no dependent children,More than 5 years,Metro
1321,1960,Male,"Professional, Scientific and Technical Services",Computer System Design and Related Services,Managers,"Chief Executives, General Managers and Legislators",Between 20 and 199,No,Couple with no dependent children,More than 5 years,Metro
544,1980,Male,Financial and Insurance Services,Finance,Managers,"Chief Executives, General Managers and Legislators",Between 20 and 199,Yes,Couple with no dependent children,More than 5 years,Metro
904,1971,Male,Financial and Insurance Services,Finance,Managers,"Chief Executives, General Managers and Legislators",Between 20 and 199,NA,Couple with no dependent children,More than 5 years,Metro
1221,1963,Male,Wholesale Trade,Machinery and Equipment Wholesaling,Managers,"Chief Executives, General Managers and Legislators",Between 20 and 199,Yes,Couple with no dependent children,More than 5 years,Metro
1155,1964,Male,Other Services,Personal and Other Services,Managers,"Chief Executives, General Managers and Legislators",Between 20 and 199,Yes,Couple with no dependent children,More than 5 years,Metro
1274,1961,Male,Manufacturing,Polymer Product and Rubber Product Manufacturing,Managers,"Chief Executives, General Managers and Legislators",Between 20 and 199,Yes,Couple with no dependent children,More than 5 years,Metro
399,1984,Male,"Professional, Scientific and Technical Services","Professional, Scientific and Technical Services",Managers,"Chief Executives, General Managers and Legislators",Between 20 and 199,Yes,Couple with no dependent children,More than 5 years,Metro
873,1971,Male,"Professional, Scientific and Technical Services","Professional, Scientific and Technical Services",Managers,"Chief Executives, General Managers and Legislators",Between 20 and 199,Yes,Couple with no dependent children,More than 5 years,Metro
963,1969,Male,Health Care and Social Assistance,Social Assistance Services,Managers,"Chief Executives, General Managers and Legislators",Between 20 and 199,Yes,Couple with no dependent children,More than 5 years,Metro
1179,1964,Female,Financial and Insurance Services,Finance,Clerical and administrative ,Clerical and Office Support ,Between 20 and 199,No,Couple with no dependent children,More than 5 years,Metro
1229,1963,Female,Education and Training,Preschool and School Education,Clerical and administrative ,Clerical and Office Support ,Between 20 and 199,NA,Couple with no dependent children,More than 5 years,Metro
1457,1957,Male,Public Administration and Safety,Public Administration,Clerical and administrative ,Clerical and Office Support ,Between 20 and 199,Yes,Couple with no dependent children,More than 5 years,Metro
765,1974,Female,Arts and Recreation Services,Heritage Activities,Professionals,"Design, Engineering, Science and Transport Professionals",Between 20 and 199,No,Couple with no dependent children,More than 5 years,Metro
1125,1965,Male,Other Services,Personal and Other Services,Professionals,"Design, Engineering, Science and Transport Professionals",Between 20 and 199,No,Couple with no dependent children,More than 5 years,Metro
1418,1958,Female,Education and Training,Preschool and School Education,Professionals,Education Professionals,Between 20 and 199,Yes,Couple with no dependent children,More than 5 years,Metro
1353,1960,Male,Administrative and Support Services,Administrative Services,Clerical and administrative ,General Clerical ,Between 20 and 199,No,Couple with no dependent children,More than 5 years,Metro
1170,1964,Female,Health Care and Social Assistance,Residential Care Services,Professionals,Health Professionals,Between 20 and 199,No,Couple with no dependent children,More than 5 years,Metro
754,1975,Male,Health Care and Social Assistance,Residential Care Services,Professionals,Health Professionals,Between 20 and 199,Yes,Couple with no dependent children,More than 5 years,Metro
1238,1962,Male,Information Media and Telecommunications,"Internet Service Providers, Web Search Portals and Data Processing Services",Professionals,ICT Professionals,Between 20 and 199,No,Couple with no dependent children,More than 5 years,Metro
1357,1960,Male,Other Services,Personal and Other Services,Professionals,ICT Professionals,Between 20 and 199,No,Couple with no dependent children,More than 5 years,Metro
1267,1962,Male,Information Media and Telecommunications,Telecommunications Services,Professionals,ICT Professionals,Between 20 and 199,NA,Couple with no dependent children,More than 5 years,Metro
1087,1966,Female,Construction,Heavy and Civil Engineering Construction,Clerical and administrative ,Office Managers and Program Administrators,Between 20 and 199,Yes,Couple with no dependent children,More than 5 years,Metro
1328,1960,Male,Information Media and Telecommunications,Motion Picture and Sound Recording Activities,Clerical and administrative ,Office Managers and Program Administrators,Between 20 and 199,Yes,Couple with no dependent children,More than 5 years,Metro
1263,1962,Female,Education and Training,Preschool and School Education,Technicians and trades ,Other Technicians and Trades ,Between 20 and 199,No,Couple with no dependent children,More than 5 years,Metro
735,1975,Female,Other Services,Personal and Other Services,Clerical and administrative ,Personal Assistants and Secretaries,Between 20 and 199,No,Couple with no dependent children,More than 5 years,Metro
476,1982,Female,Financial and Insurance Services,Insurance and Superannuation Funds,Sales ,Sales Representatives and Agents,Between 20 and 199,No,Couple with no dependent children,More than 5 years,Metro
1206,1963,Female,Other Services,Personal and Other Services,Sales ,Sales Representatives and Agents,Between 20 and 199,No,Couple with no dependent children,More than 5 years,Metro
1181,1964,Male,"Professional, Scientific and Technical Services","Professional, Scientific and Technical Services",Sales ,Sales Representatives and Agents,Between 20 and 199,No,Couple with no dependent children,More than 5 years,Metro
1168,1964,Female,Information Media and Telecommunications,Telecommunications Services,Sales ,Sales Representatives and Agents,Between 20 and 199,No,Couple with no dependent children,More than 5 years,Metro
204,1989,Female,Administrative and Support Services,Administrative Services,Managers,Specialist Managers,Between 20 and 199,Yes,Couple with no dependent children,More than 5 years,Metro
1277,1961,Male,Manufacturing,Machinery and Equipment Manufacturing,Managers,Specialist Managers,Between 20 and 199,Yes,Couple with no dependent children,More than 5 years,Metro
1300,1961,Male,Wholesale Trade,Motor Vehicle and Motor Vehicle Parts Wholesaling,Managers,Specialist Managers,Between 20 and 199,No,Couple with no dependent children,More than 5 years,Metro
594,1979,Male,"Rental, Hiring and Real Estate Services",Property Operators and Real Estate Services,Managers,Specialist Managers,Between 20 and 199,NA,Couple with no dependent children,More than 5 years,Metro
610,1978,Male,Education and Training,Tertiary Education,Managers,Specialist Managers,Between 20 and 199,Yes,Couple with no dependent children,More than 5 years,Metro
1427,1958,Female,Education and Training,"Adult, Community and Other Education",Managers,"Chief Executives, General Managers and Legislators",Between 5 and 19,NA,Couple with no dependent children,More than 5 years,Metro
1160,1964,Male,Financial and Insurance Services,Auxiliary Finance and Insurance Services,Managers,"Chief Executives, General Managers and Legislators",Between 5 and 19,Yes,Couple with no dependent children,More than 5 years,Metro
604,1978,Male,Arts and Recreation Services,Creative and Performing Arts Activities,Managers,"Chief Executives, General Managers and Legislators",Between 5 and 19,Yes,Couple with no dependent children,More than 5 years,Metro
811,1973,Male,Arts and Recreation Services,Creative and Performing Arts Activities,Managers,"Chief Executives, General Managers and Legislators",Between 5 and 19,Yes,Couple with no dependent children,More than 5 years,Metro
1041,1967,Male,Financial and Insurance Services,Finance,Managers,"Chief Executives, General Managers and Legislators",Between 5 and 19,Yes,Couple with no dependent children,More than 5 years,Metro
1317,1960,Female,Retail Trade,Other Store-Based Retailing,Managers,"Chief Executives, General Managers and Legislators",Between 5 and 19,Yes,Couple with no dependent children,More than 5 years,Metro
994,1968,Male,"Professional, Scientific and Technical Services","Professional, Scientific and Technical Services",Managers,"Chief Executives, General Managers and Legislators",Between 5 and 19,Yes,Couple with no dependent children,More than 5 years,Metro
996,1968,Male,Public Administration and Safety,Public Administration,Managers,"Chief Executives, General Managers and Legislators",Between 5 and 19,Yes,Couple with no dependent children,More than 5 years,Metro
1326,1960,Male,"Professional, Scientific and Technical Services","Professional, Scientific and Technical Services",Professionals,"Design, Engineering, Science and Transport Professionals",Between 5 and 19,Yes,Couple with no dependent children,More than 5 years,Metro
1416,1958,Male,"Professional, Scientific and Technical Services","Professional, Scientific and Technical Services",Professionals,"Design, Engineering, Science and Transport Professionals",Between 5 and 19,Yes,Couple with no dependent children,More than 5 years,Metro
643,1977,Male,Information Media and Telecommunications,Telecommunications Services,Professionals,"Design, Engineering, Science and Transport Professionals",Between 5 and 19,Yes,Couple with no dependent children,More than 5 years,Metro
477,1982,Male,"Professional, Scientific and Technical Services","Professional, Scientific and Technical Services",Professionals,Education Professionals,Between 5 and 19,Yes,Couple with no dependent children,More than 5 years,Metro
656,1977,Male,Information Media and Telecommunications,"Internet Service Providers, Web Search Portals and Data Processing Services",Technicians and trades ,"Engineering, ICT and Science Technicians",Between 5 and 19,No,Couple with no dependent children,More than 5 years,Metro
787,1974,Female,"Professional, Scientific and Technical Services","Professional, Scientific and Technical Services",Clerical and administrative ,General Clerical ,Between 5 and 19,NA,Couple with no dependent children,More than 5 years,Metro
756,1975,Female,Public Administration and Safety,Public Administration,Clerical and administrative ,General Clerical ,Between 5 and 19,Yes,Couple with no dependent children,More than 5 years,Metro
1158,1964,Female,Health Care and Social Assistance,Social Assistance Services,Community and personal service ,Health and Welfare Support ,Between 5 and 19,No,Couple with no dependent children,More than 5 years,Metro
1271,1961,Female,Health Care and Social Assistance,Medical and Other Health Care Services,Professionals,Health Professionals,Between 5 and 19,No,Couple with no dependent children,More than 5 years,Metro
1335,1960,Male,Health Care and Social Assistance,Medical and Other Health Care Services,Professionals,Health Professionals,Between 5 and 19,No,Couple with no dependent children,More than 5 years,Metro
78,1993,Female,Accommodation and Food Services,Food and Beverage Services,Managers,"Hospitality, Retail and Service Managers",Between 5 and 19,Yes,Couple with no dependent children,More than 5 years,Metro
1051,1967,Female,Retail Trade,Other Store-Based Retailing,Managers,"Hospitality, Retail and Service Managers",Between 5 and 19,No,Couple with no dependent children,More than 5 years,Metro
964,1969,Male,"Professional, Scientific and Technical Services",Computer System Design and Related Services,Professionals,ICT Professionals,Between 5 and 19,Yes,Couple with no dependent children,More than 5 years,Metro
1261,1962,Male,"Professional, Scientific and Technical Services",Computer System Design and Related Services,Professionals,ICT Professionals,Between 5 and 19,Yes,Couple with no dependent children,More than 5 years,Metro
944,1970,Male,Information Media and Telecommunications,"Internet Service Providers, Web Search Portals and Data Processing Services",Professionals,ICT Professionals,Between 5 and 19,No,Couple with no dependent children,More than 5 years,Metro
853,1972,Female,Other Services,Repair and Maintenance,Clerical and administrative ,Office Managers and Program Administrators,Between 5 and 19,Yes,Couple with no dependent children,More than 5 years,Metro
1385,1959,Male,Financial and Insurance Services,Finance,Managers,Specialist Managers,Between 5 and 19,Yes,Couple with no dependent children,More than 5 years,Metro
1026,1968,Female,Wholesale Trade,Other Goods Wholesaling,Managers,Specialist Managers,Between 5 and 19,Yes,Couple with no dependent children,More than 5 years,Metro
111,1991,Male,"Transport, Postal and Warehousing",Other Transport,Managers,Specialist Managers,Between 5 and 19,Yes,Couple with no dependent children,More than 5 years,Metro
