response_id,most_significant_barrier_1,least_significant_barrier_1,most_significant_barrier_2,least_significant_barrier_2,most_significant_barrier_3,least_significant_barrier_3,most_significant_barrier_4,least_significant_barrier_4,most_significant_barrier_5,least_significant_barrier_5,most_significant_barrier_6,least_significant_barrier_6,most_significant_barrier_7,least_significant_barrier_7,most_significant_barrier_8,least_significant_barrier_8,most_significant_barrier_9,least_significant_barrier_9,most_significant_barrier_10,least_significant_barrier_10
750,Feeling left out and/or isolated,Difficulty collaborating remotely,Feeling left out and/or isolated,Lack of motivation,I have tasks that can't be done remotely,I have tasks that can't be done remotely,Feeling left out and/or isolated,Lack of remote working skills,"IT equipment (computer, printer, etc.)","IT equipment (computer, printer, etc.)",I have tasks that can't be done remotely,I have tasks that can't be done remotely,"IT equipment (computer, printer, etc.)","IT equipment (computer, printer, etc.)",Lack of remote working skills,Lack of motivation,Lack of motivation,Lack of motivation,Lack of motivation,Management discourages remote working
751,Feeling left out and/or isolated,Difficulty collaborating remotely,Feeling left out and/or isolated,Lack of motivation,I have tasks that can't be done remotely,I have tasks that can't be done remotely,Feeling left out and/or isolated,Lack of remote working skills,"IT equipment (computer, printer, etc.)","IT equipment (computer, printer, etc.)",I have tasks that can't be done remotely,I have tasks that can't be done remotely,"IT equipment (computer, printer, etc.)","IT equipment (computer, printer, etc.)",Lack of remote working skills,Lack of motivation,Lack of motivation,Lack of motivation,Lack of motivation,Management discourages remote working
752,Feeling left out and/or isolated,Difficulty collaborating remotely,Feeling left out and/or isolated,Lack of motivation,I have tasks that can't be done remotely,I have tasks that can't be done remotely,Feeling left out and/or isolated,Lack of remote working skills,"IT equipment (computer, printer, etc.)","IT equipment (computer, printer, etc.)",I have tasks that can't be done remotely,I have tasks that can't be done remotely,"IT equipment (computer, printer, etc.)","IT equipment (computer, printer, etc.)",Lack of remote working skills,Lack of motivation,Lack of motivation,Lack of motivation,Lack of motivation,Management discourages remote working
753,Feeling left out and/or isolated,Difficulty collaborating remotely,Feeling left out and/or isolated,Lack of motivation,I have tasks that can't be done remotely,I have tasks that can't be done remotely,Feeling left out and/or isolated,Lack of remote working skills,"IT equipment (computer, printer, etc.)","IT equipment (computer, printer, etc.)",I have tasks that can't be done remotely,I have tasks that can't be done remotely,"IT equipment (computer, printer, etc.)","IT equipment (computer, printer, etc.)",Lack of remote working skills,Lack of motivation,Lack of motivation,Lack of motivation,Lack of motivation,Management discourages remote working
754,Feeling left out and/or isolated,Difficulty collaborating remotely,Feeling left out and/or isolated,Lack of motivation,I have tasks that can't be done remotely,I have tasks that can't be done remotely,Feeling left out and/or isolated,Lack of remote working skills,"IT equipment (computer, printer, etc.)","IT equipment (computer, printer, etc.)",I have tasks that can't be done remotely,I have tasks that can't be done remotely,"IT equipment (computer, printer, etc.)","IT equipment (computer, printer, etc.)",Lack of remote working skills,Lack of motivation,Lack of motivation,Lack of motivation,Lack of motivation,Management discourages remote working
755,Feeling left out and/or isolated,Difficulty collaborating remotely,Feeling left out and/or isolated,Lack of motivation,I have tasks that can't be done remotely,I have tasks that can't be done remotely,Feeling left out and/or isolated,Lack of remote working skills,"IT equipment (computer, printer, etc.)","IT equipment (computer, printer, etc.)",I have tasks that can't be done remotely,I have tasks that can't be done remotely,"IT equipment (computer, printer, etc.)","IT equipment (computer, printer, etc.)",Lack of remote working skills,Lack of motivation,Lack of motivation,Lack of motivation,Lack of motivation,Management discourages remote working
756,Feeling left out and/or isolated,Difficulty collaborating remotely,Feeling left out and/or isolated,Lack of motivation,I have tasks that can't be done remotely,I have tasks that can't be done remotely,Feeling left out and/or isolated,Lack of remote working skills,"IT equipment (computer, printer, etc.)","IT equipment (computer, printer, etc.)",I have tasks that can't be done remotely,I have tasks that can't be done remotely,"IT equipment (computer, printer, etc.)","IT equipment (computer, printer, etc.)",Lack of remote working skills,Lack of motivation,Lack of motivation,Lack of motivation,Lack of motivation,Management discourages remote working
757,Feeling left out and/or isolated,Difficulty collaborating remotely,Feeling left out and/or isolated,Lack of motivation,I have tasks that can't be done remotely,I have tasks that can't be done remotely,Feeling left out and/or isolated,Lack of remote working skills,"IT equipment (computer, printer, etc.)","IT equipment (computer, printer, etc.)",I have tasks that can't be done remotely,I have tasks that can't be done remotely,"IT equipment (computer, printer, etc.)","IT equipment (computer, printer, etc.)",Lack of remote working skills,Lack of motivation,Lack of motivation,Lack of motivation,Lack of motivation,Management discourages remote working
758,Feeling left out and/or isolated,Difficulty collaborating remotely,Feeling left out and/or isolated,Lack of motivation,I have tasks that can't be done remotely,I have tasks that can't be done remotely,Feeling left out and/or isolated,Lack of remote working skills,"IT equipment (computer, printer, etc.)","IT equipment (computer, printer, etc.)",I have tasks that can't be done remotely,I have tasks that can't be done remotely,"IT equipment (computer, printer, etc.)","IT equipment (computer, printer, etc.)",Lack of remote working skills,Lack of motivation,Lack of motivation,Lack of motivation,Lack of motivation,Management discourages remote working
759,Feeling left out and/or isolated,Difficulty collaborating remotely,Feeling left out and/or isolated,Lack of motivation,I have tasks that can't be done remotely,I have tasks that can't be done remotely,Feeling left out and/or isolated,Lack of remote working skills,"IT equipment (computer, printer, etc.)","IT equipment (computer, printer, etc.)",I have tasks that can't be done remotely,I have tasks that can't be done remotely,"IT equipment (computer, printer, etc.)","IT equipment (computer, printer, etc.)",Lack of remote working skills,Lack of motivation,Lack of motivation,Lack of remote working skills,Lack of motivation,Management discourages remote working
760,Feeling left out and/or isolated,Difficulty collaborating remotely,Feeling left out and/or isolated,Lack of motivation,I have tasks that can't be done remotely,I have tasks that can't be done remotely,Feeling left out and/or isolated,Lack of remote working skills,"IT equipment (computer, printer, etc.)","IT equipment (computer, printer, etc.)",I have tasks that can't be done remotely,I have tasks that can't be done remotely,"IT equipment (computer, printer, etc.)","IT equipment (computer, printer, etc.)",Lack of remote working skills,Lack of motivation,Lack of motivation,Lack of remote working skills,Lack of motivation,Management discourages remote working
761,Feeling left out and/or isolated,Difficulty collaborating remotely,Feeling left out and/or isolated,Lack of motivation,I have tasks that can't be done remotely,I have tasks that can't be done remotely,Feeling left out and/or isolated,Lack of remote working skills,"IT equipment (computer, printer, etc.)","IT equipment (computer, printer, etc.)",I have tasks that can't be done remotely,I have tasks that can't be done remotely,"IT equipment (computer, printer, etc.)","IT equipment (computer, printer, etc.)",Lack of remote working skills,Lack of motivation,Lack of motivation,Lack of remote working skills,Lack of motivation,Management discourages remote working
762,Feeling left out and/or isolated,Difficulty collaborating remotely,Feeling left out and/or isolated,Lack of motivation,I have tasks that can't be done remotely,I have tasks that can't be done remotely,Feeling left out and/or isolated,Lack of remote working skills,"IT equipment (computer, printer, etc.)","IT equipment (computer, printer, etc.)",I have tasks that can't be done remotely,I have tasks that can't be done remotely,"IT equipment (computer, printer, etc.)","IT equipment (computer, printer, etc.)",Lack of remote working skills,Lack of motivation,Lack of motivation,Lack of remote working skills,Lack of motivation,Management discourages remote working
763,Feeling left out and/or isolated,Difficulty collaborating remotely,Feeling left out and/or isolated,Lack of motivation,I have tasks that can't be done remotely,I have tasks that can't be done remotely,Feeling left out and/or isolated,Lack of remote working skills,"IT equipment (computer, printer, etc.)","IT equipment (computer, printer, etc.)",I have tasks that can't be done remotely,I have tasks that can't be done remotely,"IT equipment (computer, printer, etc.)","IT equipment (computer, printer, etc.)",Lack of remote working skills,Lack of motivation,Lack of motivation,Lack of remote working skills,Lack of motivation,Management discourages remote working
764,Feeling left out and/or isolated,Difficulty collaborating remotely,Feeling left out and/or isolated,Lack of motivation,I have tasks that can't be done remotely,I have tasks that can't be done remotely,Feeling left out and/or isolated,Lack of remote working skills,"IT equipment (computer, printer, etc.)","IT equipment (computer, printer, etc.)",I have tasks that can't be done remotely,I have tasks that can't be done remotely,"IT equipment (computer, printer, etc.)","IT equipment (computer, printer, etc.)",Lack of remote working skills,Lack of motivation,Lack of motivation,Lack of remote working skills,Lack of motivation,Management discourages remote working
765,Feeling left out and/or isolated,Difficulty collaborating remotely,Feeling left out and/or isolated,Lack of motivation,I have tasks that can't be done remotely,I have tasks that can't be done remotely,Feeling left out and/or isolated,Lack of remote working skills,"IT equipment (computer, printer, etc.)","IT equipment (computer, printer, etc.)",I have tasks that can't be done remotely,I have tasks that can't be done remotely,"IT equipment (computer, printer, etc.)","IT equipment (computer, printer, etc.)",Lack of remote working skills,Lack of motivation,Lack of motivation,Lack of remote working skills,Lack of motivation,Management discourages remote working
766,Feeling left out and/or isolated,Difficulty collaborating remotely,Feeling left out and/or isolated,Lack of motivation,I have tasks that can't be done remotely,I have tasks that can't be done remotely,Feeling left out and/or isolated,Management discourages remote working,"IT equipment (computer, printer, etc.)","IT equipment (computer, printer, etc.)",I have tasks that can't be done remotely,I have tasks that can't be done remotely,"IT equipment (computer, printer, etc.)","IT equipment (computer, printer, etc.)",Lack of remote working skills,Lack of motivation,Lack of motivation,Lack of remote working skills,Lack of motivation,Management discourages remote working
767,Feeling left out and/or isolated,Difficulty collaborating remotely,Feeling left out and/or isolated,Lack of motivation,I have tasks that can't be done remotely,I have tasks that can't be done remotely,Feeling left out and/or isolated,Management discourages remote working,"IT equipment (computer, printer, etc.)","IT equipment (computer, printer, etc.)",I have tasks that can't be done remotely,I have tasks that can't be done remotely,"IT equipment (computer, printer, etc.)","IT equipment (computer, printer, etc.)",Lack of remote working skills,Lack of motivation,Lack of motivation,Lack of remote working skills,Lack of motivation,Management discourages remote working
768,Feeling left out and/or isolated,Difficulty collaborating remotely,Feeling left out and/or isolated,Lack of motivation,I have tasks that can't be done remotely,I have tasks that can't be done remotely,Feeling left out and/or isolated,Management discourages remote working,"IT equipment (computer, printer, etc.)","IT equipment (computer, printer, etc.)",I have tasks that can't be done remotely,I have tasks that can't be done remotely,"IT equipment (computer, printer, etc.)","IT equipment (computer, printer, etc.)",Lack of remote working skills,Lack of motivation,Lack of motivation,Lack of remote working skills,Lack of motivation,Management discourages remote working
769,Feeling left out and/or isolated,Difficulty collaborating remotely,Feeling left out and/or isolated,Lack of motivation,I have tasks that can't be done remotely,I have tasks that can't be done remotely,Lack of remote working skills,Management discourages remote working,"IT equipment (computer, printer, etc.)","IT equipment (computer, printer, etc.)",I have tasks that can't be done remotely,I have tasks that can't be done remotely,"IT equipment (computer, printer, etc.)","IT equipment (computer, printer, etc.)",Lack of remote working skills,Lack of motivation,Lack of motivation,Lack of remote working skills,Lack of motivation,Management discourages remote working
770,Feeling left out and/or isolated,Feeling left out and/or isolated,Feeling left out and/or isolated,Lack of motivation,I have tasks that can't be done remotely,I have tasks that can't be done remotely,Lack of remote working skills,Management discourages remote working,"IT equipment (computer, printer, etc.)","IT equipment (computer, printer, etc.)",I have tasks that can't be done remotely,I have tasks that can't be done remotely,"IT equipment (computer, printer, etc.)","IT equipment (computer, printer, etc.)",Lack of remote working skills,Lack of motivation,Lack of motivation,Lack of remote working skills,Lack of motivation,Management discourages remote working
771,Feeling left out and/or isolated,Feeling left out and/or isolated,Feeling left out and/or isolated,Lack of motivation,I have tasks that can't be done remotely,I have tasks that can't be done remotely,Lack of remote working skills,Management discourages remote working,"IT equipment (computer, printer, etc.)","IT equipment (computer, printer, etc.)",I have tasks that can't be done remotely,I have tasks that can't be done remotely,"IT equipment (computer, printer, etc.)","IT equipment (computer, printer, etc.)",Lack of remote working skills,Lack of motivation,Lack of motivation,Lack of remote working skills,Lack of motivation,Management discourages remote working
772,Feeling left out and/or isolated,Feeling left out and/or isolated,Feeling left out and/or isolated,Lack of motivation,I have tasks that can't be done remotely,I have tasks that can't be done remotely,Lack of remote working skills,Management discourages remote working,"IT equipment (computer, printer, etc.)","IT equipment (computer, printer, etc.)",I have tasks that can't be done remotely,I have tasks that can't be done remotely,"IT equipment (computer, printer, etc.)","IT equipment (computer, printer, etc.)",Lack of remote working skills,Lack of motivation,Lack of motivation,Lack of remote working skills,Lack of motivation,Management discourages remote working
773,Feeling left out and/or isolated,Feeling left out and/or isolated,Feeling left out and/or isolated,Lack of motivation,I have tasks that can't be done remotely,I have tasks that can't be done remotely,Lack of remote working skills,Management discourages remote working,"IT equipment (computer, printer, etc.)","IT equipment (computer, printer, etc.)",I have tasks that can't be done remotely,I have tasks that can't be done remotely,"IT equipment (computer, printer, etc.)","IT equipment (computer, printer, etc.)",Lack of remote working skills,Lack of motivation,Lack of motivation,Lack of remote working skills,Lack of motivation,Management discourages remote working
774,Feeling left out and/or isolated,Feeling left out and/or isolated,Feeling left out and/or isolated,Lack of motivation,I have tasks that can't be done remotely,I have tasks that can't be done remotely,Lack of remote working skills,Management discourages remote working,"IT equipment (computer, printer, etc.)","IT equipment (computer, printer, etc.)",I have tasks that can't be done remotely,I have tasks that can't be done remotely,"IT equipment (computer, printer, etc.)","IT equipment (computer, printer, etc.)",Lack of remote working skills,Lack of motivation,Lack of motivation,Lack of remote working skills,Lack of motivation,Management discourages remote working
775,Feeling left out and/or isolated,Feeling left out and/or isolated,Feeling left out and/or isolated,Lack of motivation,I have tasks that can't be done remotely,I have tasks that can't be done remotely,Lack of remote working skills,Management discourages remote working,"IT equipment (computer, printer, etc.)","IT equipment (computer, printer, etc.)",I have tasks that can't be done remotely,I have tasks that can't be done remotely,"IT equipment (computer, printer, etc.)","IT equipment (computer, printer, etc.)",Lack of remote working skills,Lack of motivation,Lack of motivation,Lack of remote working skills,Lack of motivation,Management discourages remote working
776,Feeling left out and/or isolated,Feeling left out and/or isolated,Feeling left out and/or isolated,Lack of motivation,I have tasks that can't be done remotely,I have tasks that can't be done remotely,Lack of remote working skills,Management discourages remote working,"IT equipment (computer, printer, etc.)","IT equipment (computer, printer, etc.)",I have tasks that can't be done remotely,I have tasks that can't be done remotely,"IT equipment (computer, printer, etc.)","IT equipment (computer, printer, etc.)",Lack of remote working skills,Lack of motivation,Lack of motivation,Lack of remote working skills,Lack of motivation,Management discourages remote working
777,Feeling left out and/or isolated,Feeling left out and/or isolated,Feeling left out and/or isolated,Lack of motivation,I have tasks that can't be done remotely,I have tasks that can't be done remotely,Lack of remote working skills,Management discourages remote working,"IT equipment (computer, printer, etc.)","IT equipment (computer, printer, etc.)",I have tasks that can't be done remotely,I have tasks that can't be done remotely,"IT equipment (computer, printer, etc.)","IT equipment (computer, printer, etc.)",Lack of remote working skills,Lack of motivation,Lack of motivation,Lack of remote working skills,Lack of motivation,Management discourages remote working
778,Feeling left out and/or isolated,Feeling left out and/or isolated,Feeling left out and/or isolated,Lack of motivation,I have tasks that can't be done remotely,I have tasks that can't be done remotely,Lack of remote working skills,Management discourages remote working,"IT equipment (computer, printer, etc.)","IT equipment (computer, printer, etc.)",I have tasks that can't be done remotely,I have tasks that can't be done remotely,"IT equipment (computer, printer, etc.)","IT equipment (computer, printer, etc.)",Lack of remote working skills,Lack of motivation,Lack of motivation,Lack of remote working skills,Lack of motivation,Management discourages remote working
779,Feeling left out and/or isolated,Feeling left out and/or isolated,Feeling left out and/or isolated,Lack of motivation,I have tasks that can't be done remotely,I have tasks that can't be done remotely,Lack of remote working skills,Management discourages remote working,"IT equipment (computer, printer, etc.)","IT equipment (computer, printer, etc.)",I have tasks that can't be done remotely,I have tasks that can't be done remotely,"IT equipment (computer, printer, etc.)","IT equipment (computer, printer, etc.)",Lack of remote working skills,Lack of motivation,Lack of motivation,Lack of remote working skills,Lack of motivation,Management discourages remote working
780,Feeling left out and/or isolated,Feeling left out and/or isolated,Feeling left out and/or isolated,Lack of motivation,I have tasks that can't be done remotely,I have tasks that can't be done remotely,Lack of remote working skills,Management discourages remote working,"IT equipment (computer, printer, etc.)","IT equipment (computer, printer, etc.)",I have tasks that can't be done remotely,I have tasks that can't be done remotely,"IT equipment (computer, printer, etc.)","IT equipment (computer, printer, etc.)",Lack of remote working skills,Lack of motivation,Lack of motivation,Lack of remote working skills,Lack of motivation,Management discourages remote working
781,Feeling left out and/or isolated,Feeling left out and/or isolated,Feeling left out and/or isolated,Lack of motivation,I have tasks that can't be done remotely,I have tasks that can't be done remotely,Lack of remote working skills,Management discourages remote working,"IT equipment (computer, printer, etc.)","IT equipment (computer, printer, etc.)",I have tasks that can't be done remotely,I have tasks that can't be done remotely,"IT equipment (computer, printer, etc.)",Lack of remote working skills,Lack of remote working skills,Lack of motivation,Lack of motivation,Lack of remote working skills,Lack of motivation,Management discourages remote working
782,Feeling left out and/or isolated,Feeling left out and/or isolated,Feeling left out and/or isolated,Lack of motivation,I have tasks that can't be done remotely,I have tasks that can't be done remotely,Lack of remote working skills,Management discourages remote working,"IT equipment (computer, printer, etc.)","IT equipment (computer, printer, etc.)",I have tasks that can't be done remotely,I have tasks that can't be done remotely,"IT equipment (computer, printer, etc.)",Lack of remote working skills,Lack of remote working skills,Lack of motivation,Lack of motivation,Lack of remote working skills,Lack of motivation,Management discourages remote working
783,Feeling left out and/or isolated,Feeling left out and/or isolated,Feeling left out and/or isolated,Lack of motivation,I have tasks that can't be done remotely,I have tasks that can't be done remotely,Lack of remote working skills,Management discourages remote working,"IT equipment (computer, printer, etc.)","IT equipment (computer, printer, etc.)",I have tasks that can't be done remotely,I have tasks that can't be done remotely,"IT equipment (computer, printer, etc.)",Lack of remote working skills,Lack of remote working skills,Lack of motivation,Lack of motivation,Lack of remote working skills,Lack of motivation,Management discourages remote working
784,Feeling left out and/or isolated,Feeling left out and/or isolated,Feeling left out and/or isolated,Lack of motivation,I have tasks that can't be done remotely,I have tasks that can't be done remotely,Lack of remote working skills,Management discourages remote working,"IT equipment (computer, printer, etc.)","IT equipment (computer, printer, etc.)",I have tasks that can't be done remotely,I have tasks that can't be done remotely,"IT equipment (computer, printer, etc.)",Lack of remote working skills,Lack of remote working skills,Lack of motivation,Lack of motivation,Lack of remote working skills,Lack of motivation,Management discourages remote working
785,Feeling left out and/or isolated,Feeling left out and/or isolated,Feeling left out and/or isolated,Lack of motivation,I have tasks that can't be done remotely,I have tasks that can't be done remotely,Lack of remote working skills,Management discourages remote working,"IT equipment (computer, printer, etc.)","IT equipment (computer, printer, etc.)",I have tasks that can't be done remotely,I have tasks that can't be done remotely,"IT equipment (computer, printer, etc.)",Lack of remote working skills,Lack of remote working skills,Lack of motivation,Lack of motivation,Lack of remote working skills,Lack of motivation,Management discourages remote working
786,Feeling left out and/or isolated,Feeling left out and/or isolated,Feeling left out and/or isolated,Lack of motivation,I have tasks that can't be done remotely,I have tasks that can't be done remotely,Lack of remote working skills,Management discourages remote working,"IT equipment (computer, printer, etc.)","IT equipment (computer, printer, etc.)",I have tasks that can't be done remotely,I have tasks that can't be done remotely,"IT equipment (computer, printer, etc.)",Lack of remote working skills,Lack of remote working skills,Lack of motivation,Lack of motivation,Lack of remote working skills,Lack of motivation,Management discourages remote working
787,Feeling left out and/or isolated,Feeling left out and/or isolated,Feeling left out and/or isolated,Lack of motivation,I have tasks that can't be done remotely,I have tasks that can't be done remotely,Lack of remote working skills,Management discourages remote working,"IT equipment (computer, printer, etc.)","IT equipment (computer, printer, etc.)",I have tasks that can't be done remotely,I have tasks that can't be done remotely,"IT equipment (computer, printer, etc.)",Lack of remote working skills,Lack of remote working skills,Lack of motivation,Lack of motivation,Lack of remote working skills,Lack of motivation,Management discourages remote working
788,Feeling left out and/or isolated,Feeling left out and/or isolated,Feeling left out and/or isolated,Lack of motivation,I have tasks that can't be done remotely,I have tasks that can't be done remotely,Lack of remote working skills,Management discourages remote working,"IT equipment (computer, printer, etc.)","IT equipment (computer, printer, etc.)",I have tasks that can't be done remotely,I have tasks that can't be done remotely,"IT equipment (computer, printer, etc.)",Lack of remote working skills,Lack of remote working skills,Lack of motivation,Lack of motivation,Lack of remote working skills,Lack of motivation,Management discourages remote working
789,Feeling left out and/or isolated,Feeling left out and/or isolated,Feeling left out and/or isolated,Lack of motivation,I have tasks that can't be done remotely,I have tasks that can't be done remotely,Lack of remote working skills,Management discourages remote working,"IT equipment (computer, printer, etc.)","IT equipment (computer, printer, etc.)",I have tasks that can't be done remotely,I have tasks that can't be done remotely,"IT equipment (computer, printer, etc.)",Lack of remote working skills,Lack of remote working skills,Lack of motivation,Lack of motivation,Lack of remote working skills,Lack of motivation,Management discourages remote working
790,Feeling left out and/or isolated,Feeling left out and/or isolated,Feeling left out and/or isolated,Lack of motivation,I have tasks that can't be done remotely,My organisation's software and systems,Lack of remote working skills,Management discourages remote working,"IT equipment (computer, printer, etc.)","IT equipment (computer, printer, etc.)",I have tasks that can't be done remotely,I have tasks that can't be done remotely,"IT equipment (computer, printer, etc.)",Lack of remote working skills,Lack of remote working skills,Lack of motivation,Lack of motivation,Lack of remote working skills,Lack of motivation,Management discourages remote working
791,Feeling left out and/or isolated,Feeling left out and/or isolated,Feeling left out and/or isolated,Lack of motivation,I have tasks that can't be done remotely,My organisation's software and systems,Lack of remote working skills,Management discourages remote working,"IT equipment (computer, printer, etc.)","IT equipment (computer, printer, etc.)",I have tasks that can't be done remotely,I have tasks that can't be done remotely,"IT equipment (computer, printer, etc.)",Lack of remote working skills,Lack of remote working skills,Lack of motivation,Lack of motivation,Lack of remote working skills,Lack of motivation,Management discourages remote working
792,Feeling left out and/or isolated,Feeling left out and/or isolated,Feeling left out and/or isolated,Lack of motivation,I have tasks that can't be done remotely,My organisation's software and systems,Lack of remote working skills,Management discourages remote working,"IT equipment (computer, printer, etc.)","IT equipment (computer, printer, etc.)",I have tasks that can't be done remotely,I have tasks that can't be done remotely,"IT equipment (computer, printer, etc.)",Lack of remote working skills,Lack of remote working skills,Lack of motivation,Lack of motivation,Lack of remote working skills,Lack of motivation,Management discourages remote working
793,Feeling left out and/or isolated,Feeling left out and/or isolated,Feeling left out and/or isolated,Lack of motivation,I have tasks that can't be done remotely,My organisation's software and systems,Lack of remote working skills,Management discourages remote working,"IT equipment (computer, printer, etc.)","IT equipment (computer, printer, etc.)",I have tasks that can't be done remotely,I have tasks that can't be done remotely,"IT equipment (computer, printer, etc.)",Lack of remote working skills,Lack of remote working skills,Lack of motivation,Lack of motivation,Lack of remote working skills,Lack of motivation,Management discourages remote working
794,Feeling left out and/or isolated,Feeling left out and/or isolated,Feeling left out and/or isolated,Lack of motivation,I have tasks that can't be done remotely,My organisation's software and systems,Lack of remote working skills,Management discourages remote working,"IT equipment (computer, printer, etc.)","IT equipment (computer, printer, etc.)",I have tasks that can't be done remotely,I have tasks that can't be done remotely,"IT equipment (computer, printer, etc.)",Lack of remote working skills,Lack of remote working skills,Lack of motivation,Lack of motivation,Lack of remote working skills,Lack of motivation,Management discourages remote working
795,Feeling left out and/or isolated,Feeling left out and/or isolated,Feeling left out and/or isolated,Lack of motivation,I have tasks that can't be done remotely,My organisation's software and systems,Lack of remote working skills,Management discourages remote working,"IT equipment (computer, printer, etc.)","IT equipment (computer, printer, etc.)",I have tasks that can't be done remotely,I have tasks that can't be done remotely,"IT equipment (computer, printer, etc.)",Lack of remote working skills,Lack of remote working skills,Lack of motivation,Lack of motivation,Lack of remote working skills,Lack of motivation,Management discourages remote working
796,Feeling left out and/or isolated,Feeling left out and/or isolated,Feeling left out and/or isolated,Lack of motivation,I have tasks that can't be done remotely,My organisation's software and systems,Lack of remote working skills,Management discourages remote working,"IT equipment (computer, printer, etc.)","IT equipment (computer, printer, etc.)",I have tasks that can't be done remotely,I have tasks that can't be done remotely,"IT equipment (computer, printer, etc.)",Lack of remote working skills,Lack of remote working skills,Lack of motivation,Lack of motivation,Lack of remote working skills,Lack of motivation,Management discourages remote working
797,Feeling left out and/or isolated,Feeling left out and/or isolated,Feeling left out and/or isolated,Lack of motivation,I have tasks that can't be done remotely,My organisation's software and systems,Lack of remote working skills,Management discourages remote working,"IT equipment (computer, printer, etc.)","IT equipment (computer, printer, etc.)",I have tasks that can't be done remotely,I have tasks that can't be done remotely,"IT equipment (computer, printer, etc.)",Lack of remote working skills,Lack of remote working skills,Lack of motivation,Lack of motivation,Lack of remote working skills,Lack of motivation,Management discourages remote working
798,Feeling left out and/or isolated,Feeling left out and/or isolated,Feeling left out and/or isolated,Lack of motivation,I have tasks that can't be done remotely,My organisation's software and systems,Lack of remote working skills,Management discourages remote working,"IT equipment (computer, printer, etc.)","IT equipment (computer, printer, etc.)",I have tasks that can't be done remotely,I have tasks that can't be done remotely,"IT equipment (computer, printer, etc.)",Lack of remote working skills,Lack of remote working skills,Lack of motivation,Lack of motivation,Lack of remote working skills,Lack of motivation,Management discourages remote working
799,Feeling left out and/or isolated,Feeling left out and/or isolated,Feeling left out and/or isolated,Lack of motivation,I have tasks that can't be done remotely,My organisation's software and systems,Lack of remote working skills,Management discourages remote working,"IT equipment (computer, printer, etc.)","IT equipment (computer, printer, etc.)",I have tasks that can't be done remotely,I have tasks that can't be done remotely,"IT equipment (computer, printer, etc.)",Lack of remote working skills,Lack of remote working skills,Lack of motivation,Lack of motivation,Lack of remote working skills,Lack of motivation,Management discourages remote working
800,Feeling left out and/or isolated,Feeling left out and/or isolated,Feeling left out and/or isolated,Lack of motivation,I have tasks that can't be done remotely,My organisation's software and systems,Lack of remote working skills,Management discourages remote working,"IT equipment (computer, printer, etc.)","IT equipment (computer, printer, etc.)",I have tasks that can't be done remotely,I have tasks that can't be done remotely,"IT equipment (computer, printer, etc.)",Lack of remote working skills,Lack of remote working skills,Lack of motivation,Lack of motivation,Lack of remote working skills,Lack of motivation,Management discourages remote working
801,Feeling left out and/or isolated,Feeling left out and/or isolated,Feeling left out and/or isolated,Lack of motivation,I have tasks that can't be done remotely,My organisation's software and systems,Lack of remote working skills,Management discourages remote working,"IT equipment (computer, printer, etc.)","IT equipment (computer, printer, etc.)",I have tasks that can't be done remotely,I have tasks that can't be done remotely,"IT equipment (computer, printer, etc.)",Lack of remote working skills,Lack of remote working skills,Lack of motivation,Lack of motivation,Lack of remote working skills,Lack of motivation,Management discourages remote working
802,Feeling left out and/or isolated,Feeling left out and/or isolated,Feeling left out and/or isolated,Lack of motivation,I have tasks that can't be done remotely,My organisation's software and systems,Lack of remote working skills,Management discourages remote working,"IT equipment (computer, printer, etc.)","IT equipment (computer, printer, etc.)",I have tasks that can't be done remotely,I have tasks that can't be done remotely,"IT equipment (computer, printer, etc.)",Lack of remote working skills,Lack of remote working skills,Lack of motivation,Lack of motivation,Lack of remote working skills,Lack of motivation,Management discourages remote working
803,Feeling left out and/or isolated,Feeling left out and/or isolated,Feeling left out and/or isolated,Lack of motivation,I have tasks that can't be done remotely,My organisation's software and systems,Lack of remote working skills,Management discourages remote working,"IT equipment (computer, printer, etc.)","IT equipment (computer, printer, etc.)",I have tasks that can't be done remotely,I have tasks that can't be done remotely,"IT equipment (computer, printer, etc.)",Lack of remote working skills,Lack of remote working skills,Lack of motivation,Lack of motivation,Lack of remote working skills,Lack of motivation,Management discourages remote working
804,Feeling left out and/or isolated,Feeling left out and/or isolated,Feeling left out and/or isolated,Lack of motivation,I have tasks that can't be done remotely,My organisation's software and systems,Lack of remote working skills,Management discourages remote working,"IT equipment (computer, printer, etc.)","IT equipment (computer, printer, etc.)",I have tasks that can't be done remotely,I have tasks that can't be done remotely,"IT equipment (computer, printer, etc.)",Lack of remote working skills,Lack of remote working skills,Lack of motivation,Lack of motivation,Lack of remote working skills,Lack of motivation,Management discourages remote working
805,Feeling left out and/or isolated,Feeling left out and/or isolated,Feeling left out and/or isolated,Lack of motivation,I have tasks that can't be done remotely,My organisation's software and systems,Lack of remote working skills,Management discourages remote working,"IT equipment (computer, printer, etc.)","IT equipment (computer, printer, etc.)",I have tasks that can't be done remotely,I have tasks that can't be done remotely,"IT equipment (computer, printer, etc.)",Lack of remote working skills,Lack of remote working skills,Lack of motivation,Lack of motivation,Lack of remote working skills,Lack of motivation,Management discourages remote working
